GEOID,B02001_003E,B02001_001E,SUMLEVEL,ST,COUNTY,B19080_001E,B19080_002E,B19080_003E,B19080_004E,B19080_005E,B19081_001E,B19081_002E,B19081_003E,B19081_004E,B19081_005E,B19081_006E,B19013_001E,B01003_001E,COMPONENT,B19083_001E
05000US06047,9186,242235,050,06,047,18557,33662,54005,85560,146362,10960,25751,43886,68037,140539,235764,43848,242235,00,0.449
05000US06049,176,9162,050,06,049,15729,27548,42924,75673,128422,9635,20574,34638,57991,115631,166653,34007,9162,00,0.445
05000US06051,134,12925,050,06,051,24093,41160,63181,92818,153050,14245,33226,50500,77758,163255,299114,51970,12925,00,0.439
05000US06053,13475,404922,050,06,053,26683,48163,73731,112161,197271,15571,37231,60145,91091,189061,329892,59693,404922,00,0.441
05000US06055,2516,132173,050,06,055,30583,55466,84187,131499,239391,17340,42359,69281,105846,235242,434271,68416,132173,00,0.462
05000US06057,515,97063,050,06,057,25985,46633,70194,107180,182393,15260,36376,58204,86946,174813,290934,58186,97063,00,0.428
05000US06059,51016,2976831,050,06,059,32893,59503,90647,139752,253443,18450,46054,74192,112791,245262,438126,73738,2976831,00,0.454
05000US06061,4964,332059,050,06,061,33313,58411,89213,132794,225217,19217,46113,73463,108748,213520,352166,73550,332059,00,0.421
05000US06063,216,20550,050,06,063,20249,37365,54034,82221,135305,10868,30372,44933,65798,131288,217486,44727,20550,00,0.42
05000US06065,124960,2036304,050,06,065,25315,46348,71607,109158,185888,14687,35558,58420,88748,178835,303029,58155,2036304,00,0.438
05000US06067,138418,1375605,050,06,067,25056,45300,69463,106062,177248,14267,35081,57009,86086,167979,272150,56799,1375605,00,0.427
05000US06069,725,54752,050,06,069,29070,53894,84086,122157,191518,16310,42340,68527,101612,187098,296550,68567,54752,00,0.413
05000US06071,176125,1986635,050,06,071,24562,44431,68739,103801,170379,13904,34306,55893,84376,161227,256056,55461,1986635,00,0.423
05000US06073,151261,2987543,050,06,073,27289,50009,78320,121580,214847,15252,38611,63317,97498,204998,352601,62901,2987543,00,0.451
05000US06075,51850,797271,050,06,075,23799,53244,90111,148931,286644,12061,38373,70650,114989,268415,480364,70040,797271,00,0.505
05000US06077,48842,664641,050,06,077,23419,43642,67462,104557,176705,13333,33298,54934,84722,167469,275992,54540,664641,00,0.437
05000US06079,5088,262149,050,06,079,22778,43793,68983,108293,188916,12405,33064,55849,86495,181060,306988,55555,262149,00,0.457
05000US06081,22455,701886,050,06,081,37416,67372,104611,163279,310141,20743,52204,84890,130009,297887,546250,84426,701886,00,0.469
05000US06083,7647,402025,050,06,083,25622,47386,72805,117360,221034,14320,36208,59498,92653,213213,393743,59350,402025,00,0.475
05000US06085,44401,1729378,050,06,085,35411,67995,105899,162088,282868,18854,51455,86231,130903,268622,450988,85569,1729378,00,0.449
05000US06087,2445,251398,050,06,087,26172,50692,81016,128705,241867,14254,38232,65090,102669,225377,389783,64349,251398,00,0.472
05000US06089,1785,179387,050,06,089,19038,35306,56214,87094,155987,10604,26919,45292,69921,147667,253201,44755,179387,00,0.456
05000US06091,24,3240,050,06,091,21893,43733,70972,87372,135812,9132,33314,55849,78863,118031,162714,53750,3240,00,0.378
05000US06093,616,44404,050,06,093,15700,30585,47131,75197,130882,9523,22447,38310,59382,123770,209686,37938,44404,00,0.452
05000US06095,58483,406461,050,06,095,30749,54516,81908,120820,193361,17040,42549,68019,99361,180950,277577,67920,406461,00,0.403
05000US06097,7105,464218,050,06,097,27580,51246,78444,119771,207389,15782,39331,64200,97133,199552,343404,63848,464218,00,0.442
05000US06099,14721,505165,050,06,099,22059,41364,63032,97301,165113,13335,31562,51600,78103,157930,263627,51529,505165,00,0.435
05000US06101,1673,90731,050,06,101,23083,41868,63771,97881,161539,13586,32338,52335,78787,153087,247397,52155,90731,00,0.424
05000US06103,526,60601,050,06,103,16864,30067,45436,74337,130560,10279,23554,37169,58215,128395,224930,36949,60601,00,0.455
05000US06105,69,13922,050,06,105,18213,29795,44833,69963,132212,11816,23585,36382,55800,122820,203702,35551,13922,00,0.439
05000US06107,6232,416299,050,06,107,19436,33889,53808,85741,148939,11226,26518,43304,68149,139860,228295,43164,416299,00,0.445
05000US06109,1319,55761,050,06,109,21872,37896,60676,95510,172646,13354,29764,48808,75976,162374,279976,48354,55761,00,0.45
05000US06111,15787,792313,050,06,111,32487,59861,91560,137162,233209,18647,46092,74983,111958,225140,381890,74828,792313,00,0.433
05000US06113,4587,192974,050,06,113,21732,43688,70176,115111,193229,11533,32696,56565,90355,182336,296567,56232,192974,00,0.459
05000US06115,1472,70906,050,06,115,20687,36246,56003,90766,142460,12585,27993,46193,72309,134145,202042,46410,70906,00,0.419
05000US08001,12945,419439,050,08,001,25476,45139,66252,97219,151480,14460,35417,55339,80406,143481,222162,55258,419439,00,0.394
05000US08003,60,15353,050,08,003,9635,26746,42644,67596,127674,5825,18669,33152,53382,119919,188147,32362,15353,00,0.486
05000US08005,51146,544157,050,08,005,26221,47357,72310,110245,204147,13765,36571,59249,89446,198795,362613,58968,544157,00,0.462
05000US08007,90,12225,050,08,007,20924,44041,65560,92645,231421,11569,32208,54971,77699,242321,551469,54909,12225,00,0.54
05000US08009,22,3847,050,08,009,13421,26717,40384,61627,117339,7740,19491,33192,50196,107383,181097,33504,3847,00,0.455
05000US08011,336,6128,050,08,011,14478,27716,44067,68007,104005,7458,21457,35533,54102,102920,153684,35647,6128,00,0.431
05000US08013,2643,295524,050,08,013,25753,49709,81016,132452,242156,13332,37374,64913,104390,229305,404224,65040,295524,00,0.48
05000US08014,350,52882,050,08,014,38143,63312,91559,131660,204556,22447,50094,76590,109386,199698,320465,76240,52882,00,0.388
05000US08015,256,16870,050,08,015,18053,32561,52196,79918,146804,10757,25077,43000,64599,145983,272393,42808,16870,00,0.467
05000US08017,0,1622,050,08,017,18190,38539,56676,75539,127672,9655,30401,46628,64999,106264,146184,46313,1622,00,0.375
05000US08019,1,8886,050,08,019,26770,48409,73742,103790,155788,16801,38490,61983,89753,165643,277765,62823,8886,00,0.403
05000US08021,23,8021,050,08,021,15038,25664,38804,64607,101730,10488,20579,32320,51213,99465,157205,33141,8021,00,0.417
05000US08023,12,3282,050,08,023,10378,16946,31530,56522,116427,6139,13329,22858,42571,96082,171132,23041,3282,00,0.501
05000US08025,504,6311,050,08,025,13985,29793,43377,61076,101592,8271,21027,35852,52403,97902,157081,35494,6311,00,0.418
05000US08027,0,3598,050,08,027,16890,34900,54801,80841,132165,9390,26729,44633,64604,123614,213908,44713,3598,00,0.428
05000US08029,202,30353,050,08,029,19609,34266,48104,74729,120570,12284,27008,40820,58820,112572,169879,40658,30353,00,0.395
05000US08031,57820,582447,050,08,031,18087,35605,57174,95282,186804,9352,26781,45761,73645,180915,338717,45438,582447,00,0.505
05000US08033,0,1771,050,08,033,18664,38810,50417,70282,99715,10881,28096,42898,61523,92263,117070,41961,1771,00,0.351
05000US08035,4020,269451,050,08,035,53171,84516,113825,159724,266316,33159,69685,99190,134506,255326,425517,99522,269451,00,0.372
05000US08037,61,50614,050,08,037,33054,57809,81016,126480,230612,19291,46534,69724,101454,236856,458985,69139,50614,00,0.454
05000US08039,207,22786,050,08,039,39533,64452,87198,123947,220551,22013,52890,75178,104886,214705,388979,74345,22786,00,0.405
05000US08041,36560,586446,050,08,041,25383,45297,69078,104484,176509,14226,35222,56875,84838,166787,271827,56570,586446,00,0.426
05000US08043,2166,47393,050,08,043,17209,30187,46327,76115,132047,9908,23668,38012,59850,129268,227432,37852,47393,00,0.456
05000US08045,373,52878,050,08,045,31983,51542,76957,108740,161538,20150,41750,64581,91811,161956,256742,64837,52878,00,0.377
05000US08047,94,5177,050,08,047,22728,46806,65256,99627,175780,13994,34387,56313,79987,146511,212955,55455,5177,00,0.4
05000US08049,48,13550,050,08,049,28836,47973,67300,89070,145838,16093,38142,57826,76011,135436,190189,58981,13550,00,0.364
05000US08051,42,14924,050,08,051,20416,37495,54434,82688,163736,12627,28937,45588,66911,148024,259126,44577,14924,00,0.443
05000US08053,0,554,050,08,053,null,null,null,null,null,null,null,null,null,null,null,53750,554,00,0.414
05000US08055,168,7713,050,08,055,13237,22304,41527,69156,130512,7780,17374,31764,54271,118433,206270,31136,7713,00,0.484
05000US08057,0,1305,050,08,057,17932,29010,40254,73137,109420,11826,22682,33333,55628,121539,226646,32788,1305,00,0.45
05000US08059,6554,529025,050,08,059,30595,53002,79793,119074,200772,17317,41905,65801,97558,190981,315956,65891,529025,00,0.42
05000US08061,0,1644,050,08,061,19752,36994,56037,81704,111935,13232,27306,45560,68664,112499,167748,42422,1644,00,0.382
05000US08063,217,8072,050,08,063,19403,34700,52483,77227,116593,13059,26876,42874,62603,108243,153343,40754,8072,00,0.378
05000US08065,16,8025,050,08,065,14945,31407,49847,67398,118984,9917,21831,39982,58203,101225,142351,39147,8025,00,0.401
05000US08067,358,49678,050,08,067,25272,42976,66786,101445,175780,15326,34363,54151,82841,169698,296306,53713,49678,00,0.434
05000US08069,2211,286978,050,08,069,22381,42759,68152,106608,177860,12250,32599,54999,86013,173366,290091,54755,286978,00,0.45
05000US08071,126,15814,050,08,071,15671,29326,44819,79361,127717,8359,22798,37072,60478,119265,178451,37587,15814,00,0.446
05000US08073,299,5285,050,08,073,14916,31519,46489,77958,119623,8696,22822,39729,60805,127332,229287,39572,5285,00,0.461
05000US08075,514,20828,050,08,075,19168,33727,51536,80368,124521,10861,26276,41335,66240,116621,175143,39992,20828,00,0.41
05000US08077,927,137879,050,08,077,23160,41100,62480,91719,160199,12825,31579,50931,75192,154762,271277,50611,137879,00,0.436
05000US08079,0,1077,050,08,079,22176,38644,62249,95728,250128,14048,32344,51246,74202,334081,978613,52153,1077,00,0.621
05000US08081,0,13555,050,08,081,22179,44291,65011,88069,127825,10948,34779,54161,75371,117299,154427,53723,13555,00,0.366
05000US08083,0,25000,050,08,083,18763,36064,54843,80948,142584,10763,26770,44320,66778,135216,231514,43697,25000,00,0.439
05000US08085,141,39303,050,08,085,18365,36325,53800,83978,147363,10502,26954,44892,66853,132614,215986,44922,39303,00,0.433
05000US08087,199,27630,050,08,087,20900,36196,50869,73014,127322,13115,28369,43566,60847,118625,190938,43317,27630,00,0.396
05000US08089,124,18833,050,08,089,13388,26017,42725,66870,107971,8062,19297,33179,52877,104914,162969,32149,18833,00,0.446
05000US08091,0,4519,050,08,091,29366,49138,65995,89390,190174,16205,39657,58169,74658,160468,281413,58836,4519,00,0.403
05000US08093,77,16788,050,08,093,32747,52120,71862,105193,163414,17501,43515,60204,88943,147188,209756,60186,16788,00,0.363
05000US08095,19,4479,050,08,095,18719,31194,47918,71239,110012,10589,24909,39253,58214,125974,250161,39830,4479,00,0.447
05000US08097,8,15314,050,08,097,31520,53035,82424,158596,437491,17003,40304,64081,111730,404939,882366,62318,15314,00,0.586
05000US08099,44,13206,050,08,099,13290,28803,44318,68995,107192,7492,20878,36121,55661,103822,162410,35166,13206,00,0.435
05000US08101,2747,153814,050,08,101,16936,31661,50827,79383,131033,9398,24150,40908,63495,129382,218366,40805,153814,00,0.45
05000US08103,3,6183,050,08,103,28023,44650,67730,100377,149332,17071,35273,55480,80521,138164,193032,54812,6183,00,0.374
05000US08105,23,11743,050,08,105,16541,30389,48574,76381,148406,9154,23197,38479,60325,125311,206549,39683,11743,00,0.451
05000US08107,120,22356,050,08,107,37748,54560,74739,107434,198572,20130,45504,64094,89460,179672,308436,64046,22356,00,0.395
05000US08109,19,6929,050,08,109,13644,24854,37301,64705,120427,7666,18925,30070,48717,136013,287467,29523,6929,00,0.522
05000US08111,0,686,050,08,111,null,null,null,null,null,16302,33953,44278,61578,104070,131395,44336,686,00,0.329
05000US08113,15,7385,050,08,113,25213,49121,73695,109270,202907,12811,36929,60571,87548,255307,583719,60457,7385,00,0.527
05000US08115,0,2378,050,08,115,17555,30256,48104,74362,134337,10887,23865,38216,58534,115788,190819,37792,2378,00,0.425
05000US08117,153,26246,050,08,117,39365,56753,81951,119702,192566,22645,48137,68220,97669,189659,307396,67329,26246,00,0.387
05000US08119,69,21554,050,08,119,29652,49427,71559,103334,160991,18813,40572,58491,87317,150796,225771,56686,21554,00,0.373
05000US08121,0,4647,050,08,121,19845,31279,45772,71641,134625,11938,24988,38963,56585,113494,174095,38818,4647,00,0.409
05000US08123,1457,241221,050,08,123,24090,44735,67077,99455,160623,12824,34464,55636,81950,154154,250586,55795,241221,00,0.419
05000US08125,9,9630,050,08,125,20921,34038,44862,73615,132123,12542,26751,39802,56527,125454,221217,39945,9630,00,0.426
05000US09001,91006,892843,050,09,001,32038,63602,101612,170398,408287,16859,47805,81648,130163,376126,757115,81114,892843,00,0.538
05000US09003,108417,874409,050,09,003,25307,49810,78097,118697,210057,13752,37275,63236,96173,201412,350963,62829,874409,00,0.456
05000US09005,2074,188411,050,09,005,32220,56667,84035,121972,210022,18099,44495,70033,100870,208913,369629,69561,188411,00,0.429
05000US09007,7339,164004,050,09,007,34995,61848,89744,131489,217189,18781,48304,75372,108346,211073,354982,74965,164004,00,0.415
05000US09009,100303,843532,050,09,009,24429,47878,76270,117040,202701,12984,35826,61383,94941,192380,325513,61234,843532,00,0.453
05000US09011,14876,266183,050,09,011,31401,53023,78727,117091,194369,17947,42241,65329,95748,188016,314939,65120,266183,00,0.415
05000US09013,4266,148526,050,09,013,34420,62639,90781,129218,199704,18963,48479,76852,108650,190434,291303,76498,148526,00,0.389
05000US09015,1905,116579,050,09,015,24750,45254,68257,99454,153942,14297,35063,56926,82023,143734,213985,57427,116579,00,0.393
05000US10001,33058,151332,050,10,001,23276,42059,62280,92525,149165,12871,33170,51867,76044,140883,217581,52016,151332,00,0.406
05000US10003,119442,527774,050,10,003,27723,50652,78282,115495,197889,15515,39350,63486,95399,192886,332123,63160,527774,00,0.437
05000US10005,24243,184726,050,10,005,22897,40608,61216,91762,159812,13760,31616,50544,75090,154025,263731,50537,184726,00,0.431
05000US11001,324631,588433,050,11,001,19721,43065,73804,131057,270615,9109,31553,57297,98343,256597,484032,56519,588433,00,0.54
05000US12001,46223,238990,050,12,001,13654,29421,50005,85728,169692,5907,21156,39274,66483,160575,291562,39345,238990,00,0.524
05000US12003,3254,25478,050,12,003,22205,37486,55209,76826,125155,12081,29858,46526,66735,120233,200710,46315,25478,00,0.396
05000US12005,18529,163451,050,12,005,21870,37359,55841,84135,142991,12675,29773,46386,69055,138324,233310,46240,163451,00,0.424
05000US12007,5863,28841,050,12,007,17370,35134,48365,76313,125918,9066,26461,40987,60954,117308,187352,40519,28841,00,0.422
05000US12009,50905,532697,050,12,009,22456,39567,60133,92887,161138,12905,30851,49340,74642,154533,265090,49114,532697,00,0.439
05000US12011,429809,1759132,050,12,011,22329,40965,64263,102507,187474,12463,31534,52059,81181,181619,325964,51731,1759132,00,0.469
05000US12013,2451,13525,050,12,013,13313,24085,38569,64035,115393,8462,17892,31117,49890,103288,167720,29642,13525,00,0.451
05000US12015,7864,156043,050,12,015,21539,37065,53816,80842,146217,13188,29489,44868,66109,143933,263393,44639,156043,00,0.437
05000US12017,3902,138161,050,12,017,18227,30779,46928,72861,124528,10756,24728,38252,58897,123174,213673,37807,138161,00,0.438
05000US12019,17104,179850,050,12,019,30997,50136,71739,102751,163633,17614,40294,60490,86118,158058,257659,60352,179850,00,0.389
05000US12021,18104,313165,050,12,021,27056,46364,72181,116436,261629,15692,36661,58314,91226,259710,552105,58133,313165,00,0.52
05000US12023,11462,67397,050,12,023,17057,30389,47824,73234,128650,9834,23795,39018,59616,115133,180950,39078,67397,00,0.426
05000US12027,4123,34890,050,12,027,18452,31267,46636,67876,119279,10584,24269,37989,55973,116790,203034,37226,34890,00,0.431
05000US12029,1005,14800,050,12,029,15735,25810,38838,58832,102406,10833,20655,31661,48366,94796,154056,31426,14800,00,0.409
05000US12031,246634,846385,050,12,031,21955,39462,60152,91394,158941,11529,30634,49242,74197,154085,268233,49135,846385,00,0.445
05000US12033,65554,303292,050,12,033,18721,34409,53477,81639,147836,10413,26354,43371,66669,140081,246588,43148,303292,00,0.452
05000US12035,8374,85623,050,12,035,22487,39172,56241,83409,137273,13148,31118,47733,69210,138478,242977,47573,85623,00,0.418
05000US12037,1283,10998,050,12,037,12665,28266,47862,72758,131340,6709,19786,38237,60369,144617,289068,38436,10998,00,0.513
05000US12039,25480,46725,050,12,039,13398,27213,45478,70968,116906,6195,20256,35621,56396,115471,197522,35423,46725,00,0.47
05000US12041,801,16771,050,12,041,16864,31076,47981,81939,132544,10260,24721,40203,64133,123896,197009,41048,16771,00,0.435
05000US12043,985,11070,050,12,043,16357,30776,44244,74030,122341,10143,22710,38547,57640,131203,238692,39260,11070,00,0.465
05000US12045,2964,15714,050,12,045,19168,32987,49250,77059,126312,10603,25233,39652,62818,121496,188613,38574,15714,00,0.428
05000US12047,5005,14228,050,12,047,14966,28221,43587,66029,126112,8864,20547,35675,54832,121762,232192,35632,14228,00,0.469
05000US12049,2329,28684,050,12,049,19930,32124,47702,66490,116094,11897,26047,39749,58283,104013,161066,38865,28684,00,0.386
05000US12051,5400,39244,050,12,051,17576,28535,47100,70779,115368,10573,23508,37602,56496,110980,178749,37354,39244,00,0.42
05000US12053,8619,166338,050,12,053,20567,34266,51455,78660,129770,11974,27284,42545,63286,126136,207706,42457,166338,00,0.42
05000US12055,9252,97738,050,12,055,17051,28107,40761,62914,111593,10098,22923,34164,50659,102903,168477,33902,97738,00,0.417
05000US12057,187993,1167116,050,12,057,22133,39663,61220,96806,177226,12233,30773,49824,76795,171221,307297,49594,1167116,00,0.464
05000US12059,1027,19065,050,12,059,14364,26125,41514,65954,108152,9212,19975,33488,51241,90537,120052,33868,19065,00,0.401
05000US12061,10946,131811,050,12,061,21267,37863,57360,94261,204619,12761,29157,46997,72567,205571,437224,46550,131811,00,0.517
05000US12063,13001,49618,050,12,063,15932,30159,44614,70475,113818,8934,22306,36955,56147,108958,166947,36442,49618,00,0.428
05000US12065,4602,13933,050,12,065,16904,31131,56060,81934,142478,8717,24687,43721,65593,128161,197570,44011,13933,00,0.442
05000US12067,460,7981,050,12,067,20264,37336,52001,81322,121629,13898,29704,45209,62991,112271,145870,46551,7981,00,0.368
05000US12069,25930,297828,050,12,069,21784,36867,55029,84251,144369,13087,29299,45309,68171,140408,245157,44837,297828,00,0.429
05000US12071,42730,573676,050,12,071,24437,41207,61045,94740,177587,14010,32707,50627,75946,181603,356761,50362,573676,00,0.468
05000US12073,81307,261023,050,12,073,15932,33212,55770,92262,168711,7347,24408,43603,72535,157378,269338,42889,261023,00,0.492
05000US12075,3692,38555,050,12,075,17115,28320,43591,68070,115763,9989,22606,35478,54679,109624,183981,35294,38555,00,0.429
05000US12077,854,7811,050,12,077,12840,29166,50244,83373,141492,7077,20894,38988,66085,120101,175393,39583,7811,00,0.453
05000US12079,7224,18924,050,12,079,16487,31142,44951,65533,118969,9293,23700,37154,53032,107203,171054,36682,18924,00,0.42
05000US12081,26434,313011,050,12,081,22287,39050,58735,92699,165977,12816,30409,48152,73763,163590,294176,47935,313011,00,0.456
05000US12083,36670,318886,050,12,083,18999,32896,48742,73562,129198,10785,26086,40450,59981,128262,230328,40306,318886,00,0.44
